"lastname","firstname","articleNum","birthDate","birthMonth","birthDay","zodiac"
"Menchu","Rigoberta",1,"1959-01-09","1","9","Capricorn"
"Mendelssohn","Felix",17,"1809-02-03","2","3","Aquarius"
"Mendes","Sam",19,"1965-08-01","8","1","Leo"
"Mendoza","Ramiro",1,"1972-06-15","6","15","Gemini"
"Menem","Carlos Saul",1,"1930-07-02","7","2","Cancer"
"Menendez","Lyle",0,"1968-01-10","1","10","Capricorn"
"Menendez","Robert",67,"1954-01-01","1","1","Capricorn"
"Menino","Thomas M",13,"1942-12-27","12","27","Capricorn"
"Menken","Alan",2,"1949-07-22","7","22","Cancer"
"Menkes","Suzy",6,"1943-12-24","12","24","Capricorn"
"Menotti","Gian Carlo",7,"1911-07-07","7","7","Cancer"
"Menzel","Idina",10,"1971-05-30","5","30","Gemini"
"Mer","Francis",0,"1939-05-25","5","25","Gemini"
"Mercer","Johnny",8,"1909-11-18","11","18","Scorpio"
"Mercer","Ray",0,"1961-04-04","4","4","Aries"
"Merchant","Ismail",5,"1936-12-25","12","25","Capricorn"
"Merkel","Angela",217,"1954-07-17","7","17","Cancer"
"Merkin","Daphne",4,"1954-05-30","5","30","Gemini"
"Merrick","David",3,"1911-11-27","11","27","Sagittarius"
"Meshal","Khaled",8,"1956-05-28","5","28","Gemini"
"Messiaen","Olivier",13,"1908-12-10","12","10","Sagittarius"
"Messier","Jean-Marie",2,"1956-12-13","12","13","Sagittarius"
"Messier","Mark",13,"1961-01-18","1","18","Capricorn"
"Messinger","Ruth W",3,"1940-11-06","11","6","Scorpio"
"Messud","Claire",6,"1966-01-01","1","1","Capricorn"
"Metheny","Pat",11,"1954-08-12","8","12","Leo"
"Meyer","Danny",27,"1958-03-14","3","14","Pisces"
"Mfume","Kweisi",3,"1948-10-24","10","24","Scorpio"
"Michael","George",5,"1963-06-25","6","25","Cancer"
"Michaels","Lorne",13,"1944-11-17","11","17","Scorpio"
"Michelangelo Buonarroti","NA",17,"1475-03-06","3","6","Pisces"
"Micheletti","Roberto",36,"1943-08-13","8","13","Leo"
"Mickelson","Phil",217,"1970-06-16","6","16","Gemini"
"Middelhoff","Thomas",3,"1953-05-11","5","11","Taurus"
"Midgette","Anne",3,"NA","NA","NA","NA"
"Midler","Bette",2,"1945-12-01","12","1","Sagittarius"
"Miers","Harriet E",83,"1945-08-10","8","10","Leo"
"Mikulski","Barbara A",8,"1936-07-20","7","20","Cancer"
"Milan","Milton",0,"NA","NA","NA","NA"
"Milbury","Mike",3,"1952-06-17","6","17","Gemini"
"Miles","Jack",0,"1942-07-30","7","30","Leo"
"Milken","Michael R",8,"1946-07-04","7","4","Cancer"
"Miller","Arthur",29,"1915-10-17","10","17","Libra"
"Miller","Bode",105,"1977-10-12","10","12","Libra"
"Miller","Dennis",3,"1953-11-03","11","3","Scorpio"
"Miller","Gifford",168,"1969-11-06","11","6","Scorpio"
"Miller","Laura",3,"1958-11-18","11","18","Scorpio"
"Miller","Leszek",0,"1946-07-03","7","3","Cancer"
"Miller","Mark Crispin",1,"1949-11-06","11","6","Scorpio"
"Miller","Marvin",7,"1917-04-14","4","14","Aries"
"Miller","Reggie",15,"1965-08-24","8","24","Virgo"
"Miller","Sue",7,"1943-11-29","11","29","Sagittarius"
"Miller","Zell",6,"1932-02-25","2","25","Pisces"
"Mills","Richard P",13,"1944-11-28","11","28","Sagittarius"
"Milne","A A",7,"1882-01-18","1","18","Capricorn"
"Milosz","Czeslaw",5,"1911-06-30","6","30","Cancer"
"Milton","John",7,"1608-12-09","12","9","Sagittarius"
"Minaya","Omar",149,"1958-11-10","11","10","Scorpio"
"Mineo","Michael",45,"NA","NA","NA","NA"
"Mineta","Norman Y",3,"1931-11-12","11","12","Scorpio"
"Minghella","Anthony",17,"1954-01-06","1","6","Capricorn"
"Minnelli","Liza",12,"1946-03-12","3","12","Pisces"
"Mirer","Rick",1,"1970-03-19","3","19","Pisces"
"Miro","Joan",3,"1893-04-20","4","20","Aries"
"Mirren","Helen",18,"1945-07-26","7","26","Leo"
"Mitchell","Brian Stokes",13,"1957-10-31","10","31","Scorpio"
"Mitchell","Elvis",0,"1958-12-06","12","6","Sagittarius"
"Mitchell","George J",109,"1933-08-20","8","20","Leo"
"Mitchell","Joni",11,"1943-11-07","11","7","Scorpio"
"Mitchell","Margaret",5,"1900-11-08","11","8","Scorpio"
"Miyake","Issey",3,"1938-04-22","4","22","Taurus"
"Miyazawa","Kiichi",1,"1919-10-08","10","8","Libra"
"Mizrahi","Isaac",22,"1961-10-14","10","14","Libra"
"Moakley","Joe",0,"1927-04-27","4","27","Taurus"
"Mobutu Sese Seko","NA",5,"1930-10-14","10","14","Libra"
"Moby","NA",7,"1965-09-11","9","11","Virgo"
"Modell","Art",1,"1925-06-23","6","23","Cancer"
"Modigliani","Amedeo",1,"1884-07-12","7","12","Cancer"
"Mofaz","Shaul",15,"1948-11-04","11","4","Scorpio"
"Mohamad","Mahathir",4,"1925-07-10","7","10","Cancer"
"Mohamed","Khalfan Khamis",0,"NA","NA","NA","NA"
"Mohammed","Khalid Shaikh",68,"1965-04-14","4","14","Aries"
"Moliere","NA",8,"1622-01-15","1","15","Capricorn"
"Molinari","Guy V",0,"1928-11-23","11","23","Sagittarius"
"Molinari","Susan",1,"1958-03-27","3","27","Aries"
"Mondale","Walter F",2,"1928-01-05","1","5","Capricorn"
"Mondavi","Robert",7,"1913-06-18","6","18","Gemini"
"Mondesi","Raul",0,"1971-03-12","3","12","Pisces"
"Mondrian","Piet",4,"1872-03-07","3","7","Pisces"
"Monet","Claude",16,"1840-11-14","11","14","Scorpio"
"Monk","Meredith",17,"1942-11-20","11","20","Scorpio"
"Monk","Thelonious",17,"1917-10-10","10","10","Libra"
"Monroe","Marilyn",26,"1926-06-01","6","1","Gemini"
"Monserrate","Hiram",73,"1967-07-12","7","12","Cancer"
"Montana","Joe",5,"1956-06-11","6","11","Gemini"
"Montand","Yves",1,"1921-10-13","10","13","Libra"
"Montesinos","Vladimiro",1,"1946-05-20","5","20","Taurus"
"Monteverdi","Claudio",4,"1567-05-15","5","15","Taurus"
"Montgomerie","Colin",18,"1963-06-23","6","23","Cancer"
"Montgomery","Tim",11,"1975-01-25","1","25","Aquarius"
"Monti","Mario",1,"1943-03-19","3","19","Pisces"
"Moody","Rick",6,"1961-10-18","10","18","Libra"
"Moon","Sun Myung",7,"1920-02-25","2","25","Pisces"
"Moon","Warren",3,"1956-11-18","11","18","Scorpio"
"Moonves","Leslie",35,"1949-10-06","10","6","Libra"
"Moore","Demi",9,"1962-11-11","11","11","Scorpio"
"Moore","Julianne",20,"1960-12-03","12","3","Sagittarius"
"Moore","Lorrie",4,"1957-01-13","1","13","Capricorn"
"Moore","Mary Tyler",8,"1936-12-29","12","29","Capricorn"
"Moore","Michael",39,"1954-04-23","4","23","Taurus"
"Moore","Mike",1,"NA","NA","NA","NA"
"Moore","Roy S",5,"1947-02-11","2","11","Aquarius"
"Moorer","Michael",0,"1967-11-12","11","12","Scorpio"
"Morales","Dan",0,"1956-04-24","4","24","Taurus"
"Morales","Evo",74,"1959-10-26","10","26","Scorpio"
"Morales","Justina",0,"1987-02-19","2","19","Pisces"
"Mordden","Ethan",2,"1949-01-27","1","27","Aquarius"
"Mordechai","Yitzhak",0,"1944-11-22","11","22","Scorpio"
"Morgan","Gil",1,"1946-09-25","9","25","Libra"
"Morgenson","Gretchen",17,"1956-01-02","1","2","Capricorn"
"Morgenthau","Robert M",89,"1919-07-31","7","31","Leo"
"Morissette","Alanis",4,"1974-06-01","6","1","Gemini"
"Morris","Dick",3,"1946-11-28","11","28","Sagittarius"
"Morris","Errol",11,"1948-02-05","2","5","Aquarius"
"Morris","Mark",47,"NA","NA","NA","NA"
"Morrison","Tommy",1,"1969-01-02","1","2","Capricorn"
"Morrison","Toni",13,"1931-02-18","2","18","Aquarius"
"Mortier","Gerard",18,"1943-11-25","11","25","Sagittarius"
"Mortimer","John",5,"1923-04-21","4","21","Taurus"
"Mosbacher","Robert A",1,"1927-03-11","3","11","Pisces"
"Moseley-Braun","Carol",1,"1947-08-16","8","16","Leo"
"Moses","Robert",27,"1888-12-18","12","18","Sagittarius"
"Moskowitz","Eva S",16,"1964-03-04","3","4","Pisces"
"Mosley","Shane",11,"1971-09-07","9","7","Virgo"
"Mosley","Walter",12,"1952-01-12","1","12","Capricorn"
"Moss","Randy",33,"1977-02-13","2","13","Aquarius"
"Moss","Santana",9,"1979-06-01","6","1","Gemini"
"Mota","Guillermo",11,"1973-07-25","7","25","Leo"
"Motley","Constance Baker",2,"1921-09-14","9","14","Virgo"
"Mourning","Alonzo",28,"1970-02-08","2","8","Aquarius"
"Moussa","Amr",4,"1936-10-03","10","3","Libra"
"Moussaoui","Zacarias",66,"1968-05-30","5","30","Gemini"
"Moussavi","Mir Hussein",81,"1942-03-02","3","2","Pisces"
"Moxley","Martha",5,"NA","NA","NA","NA"
"Moya","Carlos",9,"1976-08-27","8","27","Virgo"
"Moyers","Bill",10,"1934-06-05","6","5","Gemini"
"Moynihan","Daniel Patrick",26,"1927-03-16","3","16","Pisces"
"Mozart","Wolfgang Amadeus",119,"1756-01-27","1","27","Aquarius"
"Mozilo","Angelo R",18,"1938-01-01","1","1","Capricorn"
"Mubarak","Hosni",92,"1928-05-04","5","4","Taurus"
"Muckler","John",0,"1934-04-13","4","13","Aries"
"Mueller","Robert S III",15,"1944-08-07","8","7","Leo"
"Mugabe","Robert",221,"1924-02-21","2","21","Pisces"
"Muhammad","John Allen",8,"1960-12-31","12","31","Capricorn"
"Muhammad","Khalid Abdul",0,"1948-01-12","1","12","Capricorn"
"Mukasey","Michael B",73,"1941-07-28","7","28","Leo"
"Mulally","Alan R",27,"1945-08-04","8","4","Leo"
"Mulcahy","Anne M",3,"1952-10-21","10","21","Libra"
"Mullen","Michael G",41,"1946-10-04","10","4","Libra"
"Munch","Edvard",15,"1863-12-12","12","12","Sagittarius"
"Munro","Alice",12,"1931-07-10","7","10","Cancer"
"Murakami","Haruki",13,"1949-01-12","1","12","Capricorn"
"Murakami","Takashi",21,"1962-01-01","1","1","Capricorn"
"Murdoch","Iris",1,"1919-07-15","7","15","Cancer"
"Murdoch","Lachlan",5,"1971-09-08","9","8","Virgo"
"Murdoch","Rupert",219,"1931-03-11","3","11","Pisces"
"Murkowski","Frank H",6,"1933-03-28","3","28","Aries"
"Murphy","Eddie",14,"1961-04-03","4","3","Aries"
"Murray","Bill",21,"1950-09-21","9","21","Virgo"
"Murray","Eddie",1,"1956-02-24","2","24","Pisces"
"Murray","Patty",11,"1950-10-11","10","11","Libra"
"Murtha","John P",39,"1932-06-17","6","17","Gemini"
"Muschamp","Herbert",7,"1947-11-28","11","28","Sagittarius"
"Museveni","Yoweri K",0,"1944-01-01","1","1","Capricorn"
"Musgrove","Ronnie",3,"1956-07-29","7","29","Leo"
"Musharraf","Pervez",345,"1943-08-11","8","11","Leo"
"Mussina","Mike",78,"1968-12-08","12","8","Sagittarius"
"Mussolini","Benito",9,"1883-07-29","7","29","Leo"
"Muster","Thomas",0,"1967-10-02","10","2","Libra"
"Muti","Riccardo",33,"1941-07-28","7","28","Leo"
"Mutombo","Dikembe",4,"1966-06-25","6","25","Cancer"
"Mutter","Anne-Sophie",12,"1963-06-29","6","29","Cancer"
"Mwanawasa","Levy",8,"1948-09-03","9","3","Virgo"
"Myers","Richard B",6,"1942-03-01","3","1","Pisces"
"Myre","Greg",0,"NA","NA","NA","NA"
"Myskina","Anastasia",7,"1981-07-08","7","8","Cancer"
"Nabokov","Vladimir",12,"1899-04-22","4","22","Taurus"
"Nacchio","Joseph P",26,"1949-06-22","6","22","Cancer"
"Nadal","Rafael",203,"1986-06-03","6","3","Gemini"
"Nader","Ralph",38,"1934-02-27","2","27","Pisces"
"Nadler","Jerrold",6,"1947-06-13","6","13","Gemini"
"Nagano","Kent",7,"1951-11-22","11","22","Scorpio"
"Nagin","C Ray",74,"1956-06-11","6","11","Gemini"
"Nagourney","Adam",2,"1954-10-10","10","10","Libra"
"Naimi","Ali Al-",2,"1935-01-01","1","1","Capricorn"
"Naipaul","V S",9,"1932-08-17","8","17","Leo"
"Nair","Mira",10,"1957-10-15","10","15","Libra"
"Nalbandian","David",15,"1982-01-01","1","1","Capricorn"
"Namath","Joe",21,"1943-05-31","5","31","Gemini"
"Napoleon I","NA",15,"1769-08-15","8","15","Leo"
"Napolitano","Janet",61,"1957-11-29","11","29","Sagittarius"
"Nardelli","Robert L",41,"1948-05-17","5","17","Taurus"
"Nasar","Sylvia",0,"1947-08-17","8","17","Leo"
"Nasr","Hassan Mustafa Osama",13,"1963-03-18","3","18","Pisces"
"Nasrallah","Hassan",50,"1960-08-31","8","31","Virgo"
"Nasser","Jacques A",0,"1947-12-12","12","12","Sagittarius"
"Nathan","Joan",0,"NA","NA","NA","NA"
"Nathan","Judith",9,"1954-12-16","12","16","Sagittarius"
"Naughton","James",5,"1945-12-06","12","6","Sagittarius"
"Navratilova","Martina",13,"1956-10-18","10","18","Libra"
"Neagle","Denny",2,"1968-09-13","9","13","Virgo"
"Neeson","Liam",22,"1952-06-07","6","7","Gemini"
"Negroponte","John D",41,"1939-07-21","7","21","Cancer"
"Negroponte","Nicholas",10,"1943-12-01","12","1","Sagittarius"
"Nelson","Don",11,"1940-05-15","5","15","Taurus"
"Nelson","Willie",23,"1933-04-29","4","29","Taurus"
"Nemy","Enid",0,"1924-01-01","1","1","Capricorn"
"Netanyahu","Benjamin",143,"1949-10-21","10","21","Libra"
"Neulander","Fred J",0,"1941-08-14","8","14","Leo"
"Neuwirth","Bebe",12,"1958-12-31","12","31","Capricorn"
"Newdow","Michael A",0,"1953-06-24","6","24","Cancer"
"Newman","Jon O",0,"1932-01-01","1","1","Capricorn"
"Newman","Paul",28,"1925-01-26","1","26","Aquarius"
"Newman","Randy",6,"1943-11-28","11","28","Sagittarius"
"Newman","Ryan",15,"1977-12-08","12","8","Sagittarius"
"Newsom","Gavin",29,"1967-10-10","10","10","Libra"
"Newton","Helmut",3,"1920-10-31","10","31","Scorpio"
"Newton","Isaac",3,"1642-12-25","12","25","Capricorn"
"Ney","Bob",32,"1954-07-05","7","5","Cancer"
"Nicholas II","Czar of Russia",8,"1868-05-18","5","18","Taurus"
"Nichols","Mike",13,"1931-11-06","11","6","Scorpio"
"Nichols","Peter",0,"1927-07-31","7","31","Leo"
"Nichols","Terry Lynn",1,"1955-04-01","4","1","Aries"
"Nicholson","Geoff",2,"1953-03-04","3","4","Pisces"
"Nicholson","Jack",12,"1937-04-22","4","22","Taurus"
"Nickerson","Eugene H",0,"1918-08-02","8","2","Leo"
"Nicklaus","Jack",42,"1940-01-21","1","21","Aquarius"
"Nickles","Don",0,"1948-12-06","12","6","Sagittarius"
"Niedermayer","Scott",6,"1973-08-31","8","31","Virgo"
"Nieporent","Drew",9,"NA","NA","NA","NA"
"Nifong","Michael B",30,"1950-09-14","9","14","Virgo"
"Nijinsky","Vaslav",3,"1889-03-12","3","12","Pisces"
"Nixon","Cynthia",25,"1966-04-09","4","9","Aries"
"Nixon","Richard Milhous",151,"1913-01-09","1","9","Capricorn"
"Niyazov","Saparmurat",8,"1940-02-19","2","19","Pisces"
"Nkunda","Laurent",25,"1967-02-02","2","2","Aquarius"
"Noguchi","Isamu",11,"1904-11-17","11","17","Scorpio"
"Nolte","Nick",8,"1941-02-08","2","8","Aquarius"
"Nomo","Hideo",2,"1968-08-31","8","31","Virgo"
"Noonan","Peggy",5,"1950-09-07","9","7","Virgo"
"Noriega","Manuel Antonio",7,"1934-02-11","2","11","Aquarius"
"Norman","Clarence Jr",45,"1951-08-25","8","25","Virgo"
"Norman","Greg",21,"1955-02-10","2","10","Aquarius"
"Norman","Jessye",4,"1945-09-15","9","15","Virgo"
"Norman","Magnus",1,"1976-05-30","5","30","Gemini"
"Norrington","Roger",6,"1934-03-16","3","16","Pisces"
"Norris","Floyd",18,"NA","NA","NA","NA"
"North","Oliver L",1,"1943-10-07","10","7","Libra"
"Norton","Eleanor Holmes",6,"1937-06-13","6","13","Gemini"
"Norton","Gale",24,"1954-03-11","3","11","Pisces"
"Notebaert","Richard C",5,"1947-01-01","1","1","Capricorn"
"Nouvel","Jean",24,"1945-08-12","8","12","Leo"
"Novak","Michael",1,"1933-09-09","9","9","Virgo"
"Novak","Robert",25,"1931-02-26","2","26","Pisces"
"Novotna","Jana",2,"1968-10-02","10","2","Libra"
"Nowak","Lisa Marie",19,"1963-05-10","5","10","Taurus"
"Nowitzki","Dirk",19,"1978-06-19","6","19","Gemini"
"Nuland","Sherwin B",3,"1930-12-08","12","8","Sagittarius"
"Nunn","Sam",5,"1938-09-08","9","8","Virgo"
"Nunn","Trevor",12,"1940-01-14","1","14","Capricorn"
"Nureyev","Rudolf",10,"1938-03-17","3","17","Pisces"
"Nussbaum","Hedda",2,"1942-01-01","1","1","Capricorn"
"Nussbaum","Martha C",2,"1947-05-06","5","6","Taurus"
"Nusseibeh","Sari",2,"1949-01-01","1","1","Capricorn"
"Oakley","Charles",2,"1963-12-18","12","18","Sagittarius"
"Oates","Joyce Carol",25,"1938-06-16","6","16","Gemini"
"Obama","Barack",5245,"1961-08-04","8","4","Leo"
"Obama","Michelle",121,"1964-01-17","1","17","Capricorn"
"Obasanjo","Olusegun",18,"1937-03-05","3","5","Pisces"
"Obey","David R",10,"1938-10-03","10","3","Libra"
"Ocalan","Abdullah",2,"1948-04-04","4","4","Aries"
"Ochs","Adolph S",2,"1858-03-12","3","12","Pisces"
"Odeh","Mohammed Saddiq",1,"1965-01-01","1","1","Capricorn"
"Odets","Clifford",11,"1906-07-18","7","18","Cancer"
"Odierno","Raymond T",28,"1954-09-08","9","8","Virgo"
"Odinga","Raila",45,"1945-01-07","1","7","Capricorn"
"Odom","Lamar",13,"1979-11-06","11","6","Scorpio"
"Ogata","Sadako",0,"1927-09-16","9","16","Virgo"
"Ogunnaike","Lola",1,"NA","NA","NA","NA"
"Ohlsson","Garrick",11,"1948-04-03","4","3","Aries"
"Ohno","Apolo Anton",11,"1982-05-22","5","22","Gemini"
"Ojito","Mirta",3,"1960-01-01","1","1","Capricorn"
"Olajuwon","Hakeem",8,"1963-01-21","1","21","Aquarius"
"Olazabal","Jose Maria",2,"1966-02-05","2","5","Aquarius"
"Olbermann","Keith",15,"1959-01-27","1","27","Aquarius"
"Oldham","Todd",3,"1961-10-22","10","22","Libra"
"Olerud","John",3,"1968-08-05","8","5","Leo"
"Oliva","L Jay",0,"1933-09-23","9","23","Virgo"
"Olivier","Laurence",6,"1907-05-22","5","22","Gemini"
"Olmert","Ehud",238,"1945-09-30","9","30","Libra"
"Olmsted","Frederick Law",5,"1822-04-26","4","26","Taurus"
"Olney","Buster",3,"1964-02-17","2","17","Aquarius"
"Olson","Sara Jane",3,"1947-01-16","1","16","Capricorn"
"Olson","Theodore B",10,"1940-09-11","9","11","Virgo"
"Omar","Muhammad",15,"1960-01-01","1","1","Capricorn"
"Onassis","Jacqueline Kennedy",16,"1994-05-18","5","18","Taurus"
"Ondaatje","Michael",3,"1943-09-12","9","12","Virgo"
"Onishi","Norimitsu",2,"NA","NA","NA","NA"
"Ono","Yoko",30,"1933-02-18","2","18","Aquarius"
"Oppens","Ursula",6,"1944-02-02","2","2","Aquarius"
"Orbach","Jerry",14,"1935-10-20","10","20","Libra"
"Ordonez","Rey",0,"1971-11-11","11","11","Scorpio"
"Orenstein","Peggy",1,"1961-01-01","1","1","Capricorn"
"Ornish","Dean",0,"1953-07-16","7","16","Cancer"
"Ortega Saavedra","Daniel",1,"1945-11-11","11","11","Scorpio"
"Ortiz","David",69,"1975-11-18","11","18","Scorpio"
"Orton","Joe",5,"1933-01-01","1","1","Capricorn"
"Orwell","George",20,"1903-06-25","6","25","Cancer"
"Osborne","Lawrence",2,"NA","NA","NA","NA"
"Osbourne","Ozzy",12,"1948-12-03","12","3","Sagittarius"
"Osby","Greg",7,"1960-08-03","8","3","Leo"
"Osgood","Chris",1,"1972-11-26","11","26","Sagittarius"
"Oswald","Lee Harvey",8,"1939-10-18","10","18","Libra"
"Ottey","Merlene",2,"1960-05-10","5","10","Taurus"
"Ouroussoff","Nicolai",6,"1962-10-03","10","3","Libra"
"Overbye","Dennis",0,"1944-06-02","6","2","Gemini"
"Ovitz","Michael",50,"1946-12-14","12","14","Sagittarius"
"Owen","Clive",19,"1964-10-03","10","3","Libra"
"Owens","Bill",2,"NA","NA","NA","NA"
"Owens","Major R",5,"1936-06-28","6","28","Cancer"
"Owens","Terrell",94,"1973-12-07","12","7","Sagittarius"
"Oxley","Michael G",3,"1944-02-11","2","11","Aquarius"
"Oz","Amos",7,"1939-05-04","5","4","Taurus"
"Ozawa","Seiji",2,"1935-09-01","9","1","Virgo"
"Ozick","Cynthia",11,"1928-04-17","4","17","Aries"
"Pace","Peter",15,"1945-11-05","11","5","Scorpio"
"Pacino","Al",11,"1940-04-25","4","25","Taurus"
"Packer","George",6,"1960-08-13","8","13","Leo"
"Padavan","Frank",13,"1934-10-31","10","31","Scorpio"
"Paerson","Anja",11,"1981-04-25","4","25","Taurus"
"Page","Larry",14,"1973-03-26","3","26","Aries"
"Pagones","Steven A",0,"NA","NA","NA","NA"
"Pahlevi","Mohammed Riza",1,"1919-10-26","10","26","Scorpio"
"Paige","Roderick R",4,"1933-06-17","6","17","Gemini"
"Pak","Se Ri",10,"1977-09-28","9","28","Libra"
"Paksas","Rolandas",0,"1956-06-10","6","10","Gemini"
"Pakula","Alan J",1,"1928-04-07","4","7","Aries"
"Paley","Grace",2,"1922-12-11","12","11","Sagittarius"
"Palin","Sarah",332,"1964-02-11","2","11","Aquarius"
"Pallone","Frank Jr",5,"1951-10-30","10","30","Scorpio"
"Palme","Olof",0,"1927-01-30","1","30","Aquarius"
"Palmer","Arnold",24,"1929-09-10","9","10","Virgo"
"Palmer","Carson",14,"1979-12-27","12","27","Capricorn"
"Palmisano","Samuel J",2,"1951-07-29","7","29","Leo"
"Paltrow","Gwyneth",25,"1972-09-27","9","27","Libra"
"Pamuk","Orhan",30,"1952-06-07","6","7","Gemini"
"Pandit","Vikram S",36,"1957-01-14","1","14","Capricorn"
"Panetta","Leon E",7,"1938-06-28","6","28","Cancer"
"Pantani","Marco",0,"1970-01-13","1","13","Capricorn"
"Papandreou","Andreas",1,"1919-02-05","2","5","Aquarius"
"Papon","Maurice",1,"1910-09-03","9","3","Virgo"
"Parcells","Bill",39,"1941-08-22","8","22","Leo"
"Pareles","Jon",3,"1953-10-25","10","25","Scorpio"
"Parini","Jay",2,"1948-04-02","4","2","Aries"
"Parker","Candace",30,"1986-04-19","4","19","Aries"
"Parker","Charlie",15,"1920-08-29","8","29","Virgo"
"Parker","Dorothy",8,"1893-08-22","8","22","Leo"
"Parker","Mary-Louise",14,"1964-08-02","8","2","Leo"
"Parker","Robert B",12,"1932-09-17","9","17","Virgo"
"Parker","Sarah Jessica",41,"1965-03-25","3","25","Aries"
"Parker","Trey",14,"1969-10-19","10","19","Libra"
"Parks","Gordon",8,"1912-11-30","11","30","Sagittarius"
"Parks","Rosa",22,"1913-02-04","2","4","Aquarius"
"Parks","Suzan-Lori",3,"1963-05-10","5","10","Taurus"
"Parretti","Giancarlo",0,"1941-11-15","11","15","Scorpio"
"Parsons","Estelle",4,"1927-11-20","11","20","Scorpio"
"Partch","Harry",1,"1901-06-24","6","24","Cancer"
"Parton","Dolly",7,"1946-01-19","1","19","Capricorn"
"Pasachoff","Jay M",0,"1943-01-01","1","1","Capricorn"
"Pascrell","William J Jr",5,"1937-01-25","1","25","Aquarius"
"Pastrana","Andres",0,"1954-08-17","8","17","Leo"
"Pataki","George E",634,"1945-06-24","6","24","Cancer"
"Pataki","Libby",8,"1950-11-17","11","17","Scorpio"
"Patchett","Ann",6,"1963-12-02","12","2","Sagittarius"
"Patel","Marilyn Hall",0,"1938-01-01","1","1","Capricorn"
"Paterno","Joe",43,"1926-12-21","12","21","Sagittarius"
"Paterson","David A",575,"1954-05-20","5","20","Taurus"
"Patinkin","Mandy",8,"1952-11-30","11","30","Sagittarius"
"Patrick","Danica",40,"1982-03-25","3","25","Aries"
"Patrick","Deval L",25,"1956-07-31","7","31","Leo"
"Patterson","Orlando",5,"1940-06-05","6","5","Gemini"
"Patton","Paul E",0,"1937-05-26","5","26","Gemini"
"Patz","Etan",1,"NA","NA","NA","NA"
"Paul","Ron",31,"1935-08-20","8","20","Leo"
"Paulos","John Allen",2,"1945-07-04","7","4","Cancer"
"Paulson","Henry M Jr",245,"1946-03-28","3","28","Aries"
"Pavarotti","Luciano",13,"1935-10-12","10","12","Libra"
"Pawlenty","Tim",17,"1960-11-27","11","27","Sagittarius"
"Pawson","John",2,"1949-05-06","5","6","Taurus"
"Paxon","Bill",1,"1954-04-29","4","29","Taurus"
"Paxton","Bill",6,"1955-05-17","5","17","Taurus"
"Payne","Alexander",11,"1961-02-10","2","10","Aquarius"
"Payton","Gary",1,"1968-07-23","7","23","Leo"
"Payton","Jay",0,"1975-11-22","11","22","Scorpio"
"Payton","Sean",10,"1963-12-29","12","29","Capricorn"
"Payton","Walter",4,"1954-07-25","7","25","Leo"
"Pearl","Daniel",15,"1963-10-10","10","10","Libra"
"Pearlstine","Norman",9,"1942-10-04","10","4","Libra"
"Peca","Michael",0,"1974-03-26","3","26","Aries"
"Peck","Dale",3,"1967-01-01","1","1","Capricorn"
"Peck","Gregory",2,"1916-04-05","4","5","Aries"
